"PhonologicalForm","WrittenForm","SynCatCode","Freq","StressPattern"
"'absAr","ابصار","N1","1","WS"
"'AbsarA","آبسرا","N1","1","WWS"
"'Absardkon","آبسردكن","N1","4","WWS"
"'Absardkoni","آبسردكني","N1","1","WWWS"
"'Abse","آبسه","N1","4","WS"
"'Absefid","آب‌سفيد","N1","15","WWS"
"'AbSekan","آبشكن","N1","15","WWS"
"'AbSenAs","آب‌شناس","N1","1","WWS"
"'AbSenAsi","آب‌شناسي","N1","4","WWWS"
"'AbSib","آب‌شيب","N1","1","WS"
"'AbSirin","آبشيرين","N1","2","WWS"
"'AbSirinkon","آب‌شيرين‌كن","N1","4","WWWS"
"'Absor","آبسر","N1","1","WS"
"'AbSor","آبشر","N1","1","WS"
"'AbSoS","آبشش","N1","1","WS"
"'AbSoSdAr","آبششدار","A0","1","WWS"
"'AbSoSdArAn","آبششداران","N1","1","WWWS"
"'AbSoSoi","آبششي","A0","1","WWWS"
"'AbSoSpA","آبشش‌پا","A0","1","WWS"
"'AbSoSpAyAn","آبشش‌پايان","N1","1","WWWS"
"'AbSurAn","آبشوران","N2","1","WWS"
"'AbSuye","آبشويه","N1","1","WWS"
"'AbSuyi","آبشويي","N1","1","WWS"
"'abtahi","ابطحي","N4","15","WWS"
"'abtahiyerAd","ابطحي‌راد","N4","1","WWWWS"
"'Abtal","آبتل","N1","1","WS"
"'AbtalA","آب‌طلا","N1","1","WWS"
"'AbtalAkAri","آب‌طلاكاري","N1","15","WWWWS"
"'AbtanbAku","آب‌تنباكو","N1","1","WWWS"
"'Abtani","آب‌تني","N1","1","WWS"
"'Abtani","آبتني","N1","1","WWS"
"'abtar","ابتر","A0","11","WS"
"'AbtarAS","آب‌تراش","A0","1","WWS"
"'AbtarAz","آب‌تراز","A0","1","WWS"
"'Abtare","آب‌تره","N1","1","WWS"
"'Abtarsi","آب‌ترسي","N1","1","WWS"
"'Abu","آبو","N1","1","WS"
"'abu","ابو","N1","15","WS"
"'abu'abdollAh","ابو‌عبدالله","N3","12","WWWWS"
"'abu'ali","ابوعلي","N3","49","WWWS"
"'abu'alisinA","ابوعلي‌سينا","N3","9","WWWWWS"
"'abu'atA","ابوعطا","N3","1","WWWS"
"'abu'ayyub","ابوايوب","N3","2","WWWS"
"'abubakr","ابوبكر","N3","50","WWS"
"'abudajAne","ابو‌دجانه","N3","3","WWWWS"
"'abu'eshAq","ابو‌اسحق","N3","4","WWWS"
"'abu'eshAq","ابواسحاق","N3","9","WWWS"
"'abuhAmed","ابوحامد","N3","8","WWWS"
"'abuhamze","ابوحمزه","N3","10","WWWS"
"'abuhanife","ابوحنيفه","N3","7","WWWWS"
"'abuhasan","ابوحسن","N3","3","WWWS"
"'abuhAtam","ابوحاتم","N3","39","WWWS"
"'abuhAzem","ابوحازم","N3","6","WWWS"
"'abuja'far","ابو‌جعفر","N3","10","WWWS"
"'abujahAd","ابو‌جهاد","N3","7","WWWS"
"'abujahl","ابوجهل","N3","15","WWS"
"'abukAlijAr","ابوكاليجار","N3","3","WWWWS"
"'abulahab","ابولهب","N3","9","WWWS"
"'abumansur","ابومنصور","N3","4","WWWS"
"'abumohammad","ابومحمد","N3","6","WWWWS"
"'abumoslem","ابومسلم","N3","99","WWWS"
"'abumusA","ابو‌موسي","N2","34","WWWS"
"'abumusA","ابوموسي","A0","15","WWWS"
"'abuna'im","ابونعيم","N3","4","WWWS"
"'abunasr","ابونصر","N3","13","WWS"
"'Abune","آبونه","A0","1","WWS"
"'AbunmAn","آبونمان","N1","15","WWS"
"'abuqarib","ابوغريب","N3","7","WWWS"
"'abuqorAze","ابوقراضه","N1","1","WWWWS"
"'abureyhAn","ابوريحان","N3","31","WWWS"
"'abureyhAnnAme","ابوريحان‌نامه","N1","1","WWWWWS"
"'abus","عبوس","A0","30","WS"
"'abusa'id","ابو‌سعيد","N3","58","WWWS"
"'abusa'ide'abolxeyr","ابوسعيدابوالخير","N3","3","WWWWWWWS"
"'abuSakur","ابوشكور","N3","2","WWWS"
"'abusalame","ابوسلمه","N3","2","WWWWS"
"'abusofyAn","ابوسفيان","N3","39","WWWS"
"'abutAleb","ابوطالب","N3","43","WWWS"
"'abutAlebi","ابوطالبي","N4","5","WWWWS"
"'abutayyAre","ابوطياره","N1","1","WWWWS"
"'abutorAb","ابوتراب","N3","10","WWWS"
"'abutorAbi","ابوترابي","N4","49","WWWWS"
"'abutorAbiyAn","ابوترابيان","N4","1","WWWWWS"
"'abuzabi","ابوظبي","N2","45","WWWS"
"'abuzar","ابوذر","N1","30","WWS"
"'abvAb","ابواب","N1","16","WS"
"'abvAbolhaqAyeq","ابواب‌الحقايق","N1","1","WWWWWS"
"'abvAbossarf","ابواب‌الصرف","N1","1","WWWS"
"'AbvaS","آبوش","A0","1","WS"
"'AbxAki","آب‌خاكي","A0","1","WWS"
"'AbxAn","آبخوان","N1","15","WS"
"'AbxAndAri","آبخوانداري","N1","1","WWWS"
"'abxere","ابخره","N1","1","WWS"
"'Abxiz","آبخيز","N1","30","WS"
"'AbxizdAri","آبخيزداري","N1","45","WWWS"
"'Abxonak","آب‌خنك","N1","1","WWS"
"'Abxor","آبخور","N1","4","WS"
"'Abxord","آبخورد","N1","30","WS"
"'Abxorde","آب‌خورده","A0","1","WWS"
"'Abxori","آب‌خوري","N1","1","WWS"
"'AbxoSkkon","آب‌خشك‌كن","A0","1","WWS"
"'AbyAbi","آبيابي","N1","1","WWS"
"'abyAne","ابيانه","N2","75","WWS"
"'AbyAr","آبيار","N1","1","WS"
"'AbyAri","آبياري","N1","135","WWS"
"'abyAt","ابيات","N1","105","WS"
"'abyaz","ابيض","A0","30","WS"
"'AbzA","آبزا","N1","1","WS"
"'Abzan","آبزن","N1","1","WS"
"'abzAr","ابزار","N1","345","WS"
"'abzArAlAt","ابزار‌آلات","N1","8","WWWS"
"'abzArandiS","ابزارانديش","A0","2","WWWS"
"'abzArfuruS","ابزارفروش","N1","1","WWWS"
"'abzArfuruSi","ابزار‌فروشي","N1","1","WWWWS"
"'abzArgerAyi","ابزارگرايي","N1","1","WWWWS"
"'abzAri","ابزاري","A0","225","WWS"
"'abzArkeSi","ابزاركشي","N1","1","WWWS"
"'abzArmahdi","ابزارمهدي","N1","1","WWWS"
"'abzArmand","ابزارمند","N1","1","WWS"
"'abzArnegar","ابزارنگر","A0","1","WWWS"
"'abzArsanji","ابزارسنجي","N1","2","WWWS"
"'abzArsAz","ابزارساز","N1","1","WWS"
"'abzArsAzi","ابزار‌سازي","N1","7","WWWS"
"'abzArtizkon","ابزارتيزكن","N1","15","WWWS"
"'AbzereSk","آب‌زرشك","N1","1","WWS"
"'Abzi","آبزي","A0","405","WS"
"'AbzidAn","آبزيدان","N1","1","WWS"
"'Abziparvari","آبزي‌پروري","N1","8","WWWWS"
"'Abzipo","آب‌زيپو","N1","1","WWS"
"'AbzirekAh","آب‌زيركاه","A0","1","WWWS"
"'AbzixAne","آبزيخانه","N1","1","WWWS"
"'AbzodAyi","آبزدايي","N1","1","WWWS"
"'AC","آچ","N1","1","S"
"'ACAr","آچار","N1","5","WS"
"'ACArkeSi","آچاركشي","N1","1","WWWS"
"'Ace","آچه","N2","915","WS"
"'ACe'i","آچه‌اي","A0","1","WWS"
"'Acmaz","آچمز","A0","1","WS"
"'Ad","عاد","N1","45","S"
"'AdA","آدا","N1","1","WS"
"'adA","ادا","N1","195","WS"
"'adA","اداء","N1","9","WS"
"'a'dA","اعدا","N1","1","WS"
"'a'dA","اعداء","N1","1","WS"
"'AdAb","آداب","N1","210","WS"
"'adab","ادب","N1","330","WS"
"'adabAfarin","ادب‌آفرين","A0","1","WWWWS"
"'AdAbdAn","آدابدان","A0","1","WWS"
"'AdAbdAni","آداب‌داني","N1","1","WWWS"
"'adabdust","ادب‌دوست ","A0","60","WWS"
"'adabdusti","ادب‌دوستي","N1","1","WWWS"
"'adabi","ادبي","A0","525","WWS"
"'adabiyyAt","ادبيات","N1","735","WWWS"
"'adabiyyAti","ادبياتي","A0","1","WWWWS"
"'AdAborosum","آداب‌ورسوم","N1","30","WWWWS"
"'AdAbossalAt","آداب‌الصلوة","N1","1","WWWWS"
"'AdAboSSo'arA","آداب‌الشعراء","N1","1","WWWWWS"
"'adabparvar","ادب‌پرور","A0","4","WWWS"
"'adabSenAs","ادب‌شناس","A0","15","WWWS"
"'adad","عدد","N1","390","WS"
"'a'dAd","اعداد","N1","30","WS"
"'adadi","عددي","A0","34","WWS"
"'adadnevisi","عددنويسي","N1","1","WWWWS"
"'adadSomAri","عددشماري","N1","1","WWWWS"
"'adAkonande","اداكننده","A0","1","WWWWS"
"'a'dal","اعدل","A0","3","WS"
"'AdAm","آدام","N3","7","WS"
"'Adam","آدم","N1","405","WS"
"'adam","عدم","N1","2400","WS"
"'AdamAhani","آدم‌آهني","N1","1","WWWWS"
"'Adamak","آدمك","N1","15","WWS"
"'Adambarfi","آدم‌برفي","N1","1","WWWS"
"'AdambeSo","آدم‌بشو","A0","1","WWWS"
"'Adambozorg","آدم‌بزرگ","A0","2","WWWS"
"'AdamCe","آدمچه","N1","1","WWS"
"'AdamfuruS","آدم‌فروش","A0","1","WWWS"
"'AdamfuruSi","آدم‌فروشي","N1","1","WWWWS"
"'Adami","آدمي","N1","405","WWS"
"'adami","عدمي","A0","2","WWS"
"'Adamisirat","آدمي‌سيرت","A0","1","WWWWS"
"'Adamiyyat","آدميت","N1","4","WWWS"
"'AdamizAd","آدميزاد","N1","10","WWWS"
"'AdamizAde","آدميزاده","N1","15","WWWWS"
"'AdamkoS","آدم‌كش","A0","11","WWS"
"'AdamkoSi","آدم‌كشي","N1","45","WWWS"
"'Adamkutule","آدم‌كوتوله","N1","2","WWWWS"
"'AdammASini","آدم‌ماشيني","N1","1","WWWWS"
"'Adammasnu'i","آدم‌مصنوعي","N1","1","WWWWS"
"'Adamnadide","آدم‌نديده","N1","1","WWWWS"
"'AdamnamA","آدم‌نما","A0","1","WWWS"
"'AdamnamAyAn","آدم‌نمايان","N1","1","WWWWS"
"'Adamqahti","آدم‌قحطي","N1","1","WWWS"
"'AdamrobA","آدم‌ربا","N1","75","WWWS"
"'AdamrobA'i","آدم‌ربائي","N1","75","WWWWS"
"'AdamrobAyi","آدم‌ربايي","N1","52","WWWWS"
"'Adamrow","آدم‌رو","N1","1","WWS"
"'AdAms","آدامس","N1","15","WS"
"'AdamsAzi","آدم‌سازي","N1","2","WWWS"
"'AdamSenAs","آدم‌شناس","A0","1","WWWS"
"'AdAmsfuruSi","آدامس‌فروشي","N1","1","WWWWS"
"'Adamsuzi","آدم‌سوزي","N1","3","WWWS"
"'AdamxAr","آدم‌خوار","A0","15","WWS"
"'AdamxAri","آدم‌خواري","N1","4","WWWS"
"'AdAmz","آدامز","N3","24","WS"
"'Adamzan","آبدمزن","N1","1","WWS"
"'Adamzivi","آدم‌زيوي","N1","1","WWWS"
"'adan","عدن","N2","8","WS"
"'adAnaSode","ادانشده","A0","1","WWWWS"
"'AdAptor","آداپتور","N1","1","WWS"
"'adas","عدس","N1","30","WS"
"'adasak","عدسك","N1","1","WWS"
"'adase'Abi","عدس‌آبي","N1","1","WWWWS"
"'adasi","عدسي","N1","135","WWS"
"'adasiyye","عدسيه","N1","1","WWWS"
"'adaspolow","عدس‌پلو","N1","1","WWWS"
"'adAt","ادات","N1","5","WS"
"'AdAt","عادات","N1","75","WS"
"'Adat","عادت","N1","210","WS"
"'Adatan","عادتاً","Ad","1","WWS"
"'Adatkarde","عادت‌‌كرده","A0","1","WWWS"
"'AdatSenAsi","عادت‌شناسي","N1","1","WWWWS"
"'adavAt","ادوات","N1","105","WWS"
"'adAvo'atvAr","اداواطوار","N1","1","WWWWS"
"'adAvo'usul","اداواصول","N1","1","WWWWS"
"'adbAr","ادبار","N1","2","WS"
"'adbol'aziz","عبدالعزيز","N3","79","WWWS"
"'adbollatif","عبداللطيف","N3","14","WWWS"
"'adboSSAfi","عبدالشافي","N3","1","WWWS"
"'adbossalAm","عبدالسلام","N3","17","WWWS"
"'Addi","عادي","A0","900","WS"
"'addin","الدين","N1","6","WS"
"'AddisAzi","عادي‌سازي","N1","15","WWWS"
"'addiyAr","الديار","N1","3","WWS"
"'Ade","آده","N1","1","WS"
"'Adel","عادل","A0","75","WS"
"'AdelAbAd","عادل‌‌آباد","N2","3","WWWS"
"'AdelAne","عادلانه","Ad","270","WWWS"
"'Adele","عادله","N3","3","WWS"
"'Adeli","عادلي","N1","19","WWS"
"'adelle","ادله","N1","30","WWS"
"'Adelpur","عادل‌‌پور","N4","2","WWS"
"'Adenin","آدنين","N1","1","WWS"
"'Adeno'id","آدنوئيد","A0","1","WWWS"
"'Adenozin","آدنوزين","N1","1","WWWS"
"'AdernAlin","آدرنالين","N1","3","WWWS"
"'AdernerZik","آدرنرژيك","N1","1","WWWS"
"'adham","ادهم","N3","4","WS"
"'adhami","ادهمي","N4","9","WWS"
"'adib","اديب","N1","60","WS"
"'adibAne","اديبانه","A0","15","WWWS"
"'adibfar","اديب‌فر","N4","1","WWS"
"'adibi","اديبي","N4","14","WWS"
"'adibniyA","اديب‌نيا","N4","1","WWWS"
"'adide","عديده","A0","15","WWS"
"'adil","عديل","N1","2","WS"
"'adimi","اديمي","A0","2","WWS"
"'Adine","آدينه","N1","18","WWS"
"'AdisAbAbA","آديس‌آبابا","N2","9","WWWWS"
"'ad'iye","ادعيه","N1","30","WWS"
"'adl","عدل","N1","150","S"
"'adlbandi","عدل‌بندي","N1","1","WWS"
"'adlgostar","عدل‌‌گستر","A0","1","WWS"
"'adli","عدلي","A0","3","WS"
"'adliyye","عدليه","N1","45","WWS"
"'adliyye'i","عدليه‌اي","A0","30","WWWS"
"'adliyyeyi","عدليه‌يي","A0","15","WWWS"
"'adlodAd","عدل‌‌وداد","N1","2","WWS"
"'adlparvar","عدل‌‌پرور","A0","3","WWS"
"'AdmirAl","آدميرال","N1","3","WWS"
"'adnAn","عدنان","N3","16","WS"
"'adnAni","عدناني","A0","1","WWS"
"'adrekni","ادركني","N1","1","WWS"
"'Adres","آدرس","N1","390","WS"
"'Adresnevisi","آدرس‌نويسي","N1","1","WWWWS"
"'AdriyAtik","آدرياتيك","N2","3","WWWS"
"'adu","عدو","N1","6","WS"
"'advAr","ادوار","N1","60","WS"
"'advAri","ادواري","A0","27","WWS"
"'advenism","ادونيسم","N1","1","WWS"
"'advenist","ادونيست","A0","1","WWS"
"'adviye","ادويه","N1","15","WWS"
"'adviyedAr","ادويه‌دار","A0","3","WWWS"
"'adviyejAt","ادويه‌جات","N1","1","WWWS"
"'adyAn","اديان","N1","345","WS"
"'A'ed","عائد","N1","1","WS"
"'A'ele","عائله","N1","15","WWS"
"'A'elemand","عائله‌‌مند","A0","1","WWWS"
"'A'elemandi","عائله‌‌مندي","N1","11","WWWWS"
"'a'emme","ائمه","N1","360","WWS"
"'a'ez","اعز","A0","2","WS"
"'A'ez","جائز","N1","2","WS"
"'Af","آف","N1","24","S"
"'afA'il","افاعيل","N1","1","WWS"
"'af'Al","افعال","N1","1","WS"
"'Afand","آفند","N1","2","WS"
"'Afandi","آفندي","N4","9","WWS"
"'afandi","افندي","N4","4","WWS"
"'AfAq","آفاق","N1","30","WS"
"'afAqane","افاغنه","N1","14","WWWS"
"'AfAqi","آفاقي","A0","1","WWS"
"'AfAqo'anfos","آفاق‌وانفس","N1","1","WWWWS"
"'Afarid","آفريد","V2","5000","WWS"
"'Afaridani","آفريدني","A0","1","WWWWS"
"'Afaride","آفريده","A0","75","WWWS"
"'AfaridegAr","آفريدگار","N1","30","WWWWS"
"'AfarideSode","آفريده‌شده","A0","3","WWWWWS"
"'Afarin","آفرين","Intj","4","WWS"
"'Afarin","آفرين","V1","5000","WWS"
"'Afarinande","آفريننده","A0","15","WWWWS"
"'Afarinandegi","آفرينندگي","N1","13","WWWWWS"
"'AfarineS","آفرينش","N1","195","WWWS"
"'AfarineSgar","آفرينشگر","A0","4","WWWWS"
"'AfAt","آفات","N1","75","WS"
"'Afat","آفت","N1","60","WS"
"'AfatkoS","آفت‌كش","A0","30","WWS"
"'AfatkoSi","آفت‌كشي","N1","1","WWWS"
"'Afatpazir","آفت‌پذير","A0","1","WWWS"
"'Afatzade","آفت‌زده","A0","2","WWWS"
"'Afatzadegi","آفت‌زدگي","N1","1","WWWWS"
"'afAzel","افاضل","A0","7","WWS"
"'AfAzi","آفازي","N1","1","WWS"
"'afCe","افچه","N1","1","WS"
"'afen","عفن","A0","2","WS"
"'afgAr","افگار","N1","1","WS"
"'af'i","افعي","N1","3","WS"
"'afif","عفيف","A0","11","WS"
"'afifAbAd","عفيف‌آباد","N2","15","WWWS"
"'afife","عفيفه","A0","1","WWS"
"'AfiS","آفيش","N1","1","WS"
"'Afiyat","عافيت","N1","45","WWS"
"'Afiyatju","عافيت‌‌جو","A0","1","WWWS"
"'Afiyatjuyi","عافيت‌‌جويي","N1","1","WWWWS"
"'Afiyatparvar","عافيت‌‌پرور","A0","1","WWWWS"
"'Afiyatsuz","عافيت‌‌سوز","A0","1","WWWS"
"'Afiyattalab","عافيت‌‌طلب","A0","1","WWWWS"
"'Afiyattalabi","عافيت‌‌طلبي","N1","3","WWWWWS"
"'afkan","افكن","V1","5000","WS"
"'afkand","افكند","V2","5000","WS"
"'afkande","افكنده","A0","30","WWS"
"'afkAr","افكار","N1","870","WS"
"'afkAri","افكاري","N4","15","WWS"
"'afkArsanji","افكارسنجي","N1","3","WWWS"
"'afkArsAzi","افكارسازي","N1","1","WWWS"
"'aflAk","افلاك","N1","15","WS"
"'aflAki","افلاكي","A0","15","WWS"
"'aflAknamA","افلاك‌نما","N1","1","WWWS"
"'aflAtun","افلاطون","N3","270","WWS"
"'aflAtuni","افلاطوني","A0","9","WWWS"
"'afqAn","افغان","N1","195","WS"
"'afqAnestAn","افغانستان","N2","1590","WWWS"
"'afqAnestAni","افغانستاني","A0","1","WWWWS"
"'afqAni","افغاني","A0","135","WWS"
"'afrA","افرا","N1","60","WS"
"'afrAd","افراد","N1","4035","WS"
"'afrang","افرنگ","N1","1","WS"
"'afrAsiyAb","افراسياب","N3","15","WWWS"
"'afrAsiyAbi","افراسيابي","N4","15","WWWWS"
"'afrAsiyAbpur","افراسياب‌پور","N4","1","WWWWS"
"'afrASt","افراشت","V2","5000","WS"
"'afrASte","افراشته","A0","30","WWS"
"'afrAxt","افراخت","V2","5000","WS"
"'afrAxte","افراخته","A0","1","WWS"
"'afrAyAn","افرايان","N1","1","WWS"
"'afrAz","افراز","V1","5000","WS"
"'afrAzmand","افرازمند","N1","1","WWS"
"'AfrikAn","آفريكان","N1","1","WWS"
"'afrine","افرينه","N1","15","WWS"
"'AfriqA","آفريقا","N2","765","WWS"
"'AfriqAgerA","آفريقاگرا","A0","1","WWWWS"
"'AfriqA'i","آفريقائي","A0","105","WWWS"
"'AfriqAyi","آفريقايي","A0","165","WWWS"
"'AfriqAyitabAr","آفريقايي‌تبار","A0","1","WWWWWS"
"'afruxt","افروخت","N1","15","WS"
"'Afruxt","افروخت","V2","5000","WS"
"'afruxte","افروخته","A0","15","WWS"
"'afruxtegi","افروختگي","N1","1","WWWS"
"'afruxteSode","افروخته‌شده","A0","1","WWWWS"
"'afruz","افروز","N1","150","WS"
"'afruz","افروز","V1","5000","WS"
"'afruze","افروزه","N1","1","WWS"
"'afruzid","افروزيد","V2","5000","WWS"
"'afsad","افسد","A0","1","WS"
"'afsah","افصح","A0","3","WS"
"'afsahi","افصحي","N1","1","WWS"
"'afSak","افشك","N1","1","WS"
"'afSAn","افشان","N1","15","WS"
"'afSAn","افشان","V1","5000","WS"
"'afSAnd","افشاند","V2","5000","WS"
"'afSAnde","افشانده","A0","15","WWS"
"'afsAne","افسانه","N1","75","WWS"
"'afSAne","افشانه","N1","12","WWS"
"'afsAne'Amiz","افسانه‌آميز","A0","1","WWWWS"
"'afsAnegu","افسانه‌گو","A0","1","WWWS"
"'afsAnegune","افسانه‌گونه","A0","1","WWWWS"
"'afsAne'i","افسانه‌اي","A0","75","WWWS"
"'afsAnepardAz","افسانه‌پرداز","N1","1","WWWWS"
"'afsAnepardAzi","افسانه‌پردازي","N1","2","WWWWWS"
"'afsAnesarA","افسانه‌سرا","N1","1","WWWWS"
"'afsAnesAz","افسانه‌ساز","N1","1","WWWS"
"'afsAnesAzi","افسانه‌سازي","N1","2","WWWWS"
"'afSang","افشنگ","N1","1","WS"
"'afSAni","افشاني","N4","1","WWS"
"'afsantin","افسنتين","N1","1","WWS"
"'afsantin","افسنطين","N1","1","WWS"
"'afsAr","افسار","N1","7","WS"
"'afsar","افسر","N1","285","WS"
"'afSAr","افشار","N4","165","WS"
"'afSArfar","افشارفر","N4","1","WWS"
"'afsArgorixte","افسار‌گريخته","A0","2","WWWWS"
"'afsArgosaste","افسارگسسته","A0","1","WWWWS"
"'afsArgosixte","افسارگسيخته","A0","4","WWWWS"
"'afsArgosixtegi","افسارگسيختگي","N1","3","WWWWWS"
"'afsari","افسري","A0","45","WWS"
"'afSAri","افشاري","N4","29","WWS"
"'afSAriyAn","افشاريان","N4","2","WWWS"
"'afsariyye","افسريه","N2","60","WWWS"
"'afSAriyye","افشاريه","N1","15","WWWS"
"'afsarnegahbAn","افسر‌نگهبان","N1","1","WWWWS"
"'afSArniyA","افشارنيا","N4","1","WWWS"
"'afsarolmoluk","افسرالملوك","N3","3","WWWWS"
"'afSArpanAh","افشارپناه","N4","2","WWWS"
"'afSArpur","افشارپور","N4","1","WWS"
"'AfsAyd","آفسايد","N1","3","WS"
"'AfsAydgiri","آفسايدگيري","N1","1","WWWS"
"'afSin","افشين","N3","15","WS"
"'afsor","افسر","V1","5000","WS"
"'afSor","افشر","V1","5000","WS"
"'afsord","افسرد","V2","5000","WS"
"'afSord","افشرد","V2","5000","WS"
"'afsorde","افسرده","A0","30","WWS"
"'afSorde","افشرده","N1","1","WWS"
"'afsordedel","افسرده‌دل","A0","1","WWWS"
"'afsordegi","افسردگي","N1","60","WWWS"
"'afSordegi","افشردگي","N1","1","WWWS"
"'afsordexAter","افسرده‌خاطر","A0","1","WWWWS"
"'afsordexAteri","افسرده‌خاطري","N1","1","WWWWWS"
"'afSore","افشره","N1","1","WWS"
"'afsun","افسون","N1","15","WS"
"'afsungar","افسونگر","A0","7","WWS"
"'afsungari","افسونگري","N1","1","WWWS"
"'afsunnApazir","افسون‌ناپذير","A0","1","WWWWS"
"'afsunSode","افسون‌شده","A0","1","WWWS"
"'afsunzodA'i","افسون‌زدائي","N1","15","WWWWS"
"'afsunzodAyi","افسون‌زدايي","N1","6","WWWWS"
"'afsus","افسوس","N1","15","WS"
"'AftAb","آفتاب","N1","165","WS"
"'AftAbe","آفتابه","N1","5","WWS"
"'AftAbeCi","آفتابه‌چي","N1","1","WWWS"
"'AftAbedAr","آفتابه‌دار","N1","1","WWWS"
"'AftAbedozd","آفتابه‌دزد","N1","1","WWWS"
"'AftAbelagan","آفتابه‌لگن","N1","1","WWWWS"
"'AftAbgardak","آفتابگردك","N1","1","WWWS"
"'AftAbgardAn","آفتابگردان","N1","60","WWWS"
"'AftAbgerefte","آفتاب‌گرفتگي","N1","1","WWWWS"
"'AftAbgir","آفتاب‌گير","A0","1","WWS"
"'AftAbgiri","آفتاب‌گيري","N1","1","WWWS"
"'AftAbgun","آفتابگون","A0","1","WWS"
"'AftAbi","آفتابي","A0","30","WWS"
"'AftAbmahtAb","آفتاب‌مهتاب","N1","1","WWWS"
"'AftAbnazade","آفتاب‌نزده","Ad","1","WWWWS"
"'AftAbneSin","آفتاب‌نشين","N1","1","WWWS"
"'AftAbparast","آفتاب‌پرست","N1","1","WWWS"
"'AftAbru","آفتابرو","A0","1","WWS"
"'AftAbsanj","آفتاب‌سنج","N1","1","WWS"
"'AftAbsuxte","آفتاب‌سوخته","A0","1","WWWS"
"'AftAbsuxtegi","آفتاب‌سوختگي","N1","1","WWWWS"
"'AftAbxiz","آفتاب‌خيز","A0","1","WWS"
"'AftAbzade","آفتاب‌زده","A0","1","WWWS"
"'AftAbzadegi","آفتاب‌زدگي","N1","1","WWWWS"
"'AftAbzardi","آفتاب‌زردي","Ad","1","WWWS"
